order_id,order_item_id,product_id,seller_id,quantity,price_bdt,freight_value_bdt,shipping_limit_days
O003857,1,P0073,S0035,2,6334.60,77.10,7
O003858,1,P0090,S0006,3,17372.40,77.33,6
O003858,2,P0093,S0013,2,5220.20,77.44,9
O003859,1,P0007,S0017,1,1138.20,77.56,5
O003859,2,P0010,S0024,3,17217.90,77.67,8
O003860,1,P0024,S0028,2,8095.60,77.79,4
O003860,2,P0027,S0035,1,2991.90,77.90,7
O003861,1,P0041,S0039,3,22431.30,78.02,3
O003861,2,P0044,S0006,2,735.20,78.13,6
O003862,1,P0058,S0010,1,6198.50,78.25,2
O003863,1,P0075,S0021,2,727.60,78.48,1
O003864,1,P0092,S0032,3,22113.60,78.71,10
O003865,1,P0009,S0003,1,5390.90,78.94,9
O003866,1,P0026,S0014,2,6794.80,79.17,8
O003867,1,P0043,S0025,3,12924.00,79.40,7
O003868,1,P0060,S0036,1,709.30,79.63,6
O003869,1,P0077,S0007,2,5741.40,79.86,5
O003870,1,P0094,S0018,3,11805.00,80.09,4
O003871,1,P0011,S0029,1,3448.00,80.32,3
O003872,1,P0028,S0040,2,4603.00,80.55,2
O003872,2,P0031,S0007,1,5972.40,80.66,5
O003873,1,P0045,S0011,3,18081.60,80.78,1
O003873,2,P0048,S0018,2,14576.80,80.89,4
O003873,3,P0051,S0025,1,6187.00,81.00,7
O003874,1,P0062,S0022,1,7717.00,81.01,10
O003874,2,P0065,S0029,3,20123.70,81.12,3
O003875,1,P0079,S0033,2,12894.60,81.24,9
O003875,2,P0082,S0040,1,4206.50,81.35,2
O003876,1,P0096,S0004,3,18017.10,81.47,8
O003877,1,P0013,S0015,1,4703.20,81.70,7
O003878,1,P0030,S0026,2,3391.60,81.93,6
O003879,1,P0047,S0037,3,12707.40,82.16,5
O003880,1,P0064,S0008,1,7676.20,82.39,4
O003881,1,P0081,S0019,2,5952.60,82.62,3
O003882,1,P0098,S0030,3,10572.60,82.85,2
O003882,2,P0001,S0037,2,2514.60,82.96,5
O003883,1,P0015,S0001,1,6911.10,83.08,1
O003884,1,P0032,S0012,2,7841.00,83.31,10
O003885,1,P0049,S0023,3,10922.40,83.54,9
O003886,1,P0066,S0034,1,8306.10,83.77,8
O003886,2,P0069,S0001,3,9599.10,83.88,1
O003886,3,P0072,S0008,2,10163.60,83.99,4
O003887,1,P0083,S0005,2,11017.00,84.00,7
O003887,2,P0086,S0012,1,1934.60,84.11,10
O003888,1,P0100,S0016,3,14403.00,84.23,6
O003888,2,P0003,S0023,2,4263.80,84.34,9
O003889,1,P0017,S0027,1,7560.20,84.46,5
O003889,2,P0020,S0034,3,22104.00,84.57,8
O003890,1,P0034,S0038,2,817.20,84.69,4
O003891,1,P0051,S0009,3,18561.00,84.92,3
O003891,2,P0054,S0016,2,5022.80,85.03,6
O003892,1,P0068,S0020,1,1231.00,85.15,2
O003893,1,P0085,S0031,2,16738.20,85.38,1
O003894,1,P0002,S0002,3,3555.90,85.61,10
O003895,1,P0019,S0013,1,2137.50,85.84,9
O003896,1,P0036,S0024,2,9489.60,86.07,8
O003897,1,P0053,S0035,3,16237.20,86.30,7
O003898,1,P0070,S0006,1,3597.50,86.53,6
O003899,1,P0087,S0017,2,11393.80,86.76,5
O003900,1,P0004,S0028,3,16939.80,86.99,4
O003900,2,P0007,S0035,2,2276.40,87.10,7
O003900,3,P0010,S0002,1,5739.30,87.21,10
O003901,1,P0021,S0039,1,867.80,87.22,3
O003901,2,P0024,S0006,3,12143.40,87.33,6
O003902,1,P0038,S0010,2,8312.60,87.45,2
O003902,2,P0041,S0017,1,7477.10,87.56,5
O003903,1,P0055,S0021,3,4906.80,87.68,1
O003903,2,P0058,S0028,2,12397.00,87.79,4
O003904,1,P0072,S0032,1,5081.80,87.91,10
O003904,2,P0075,S0039,3,1091.40,88.02,3
O003905,1,P0089,S0003,2,15654.80,88.14,9
O003906,1,P0006,S0014,3,7844.10,88.37,8
O003907,1,P0023,S0025,1,6614.10,88.60,7
O003908,1,P0040,S0036,2,8012.40,88.83,6
O003909,1,P0057,S0007,3,19202.10,89.06,5
O003910,1,P0074,S0018,1,3489.30,89.29,4
O003911,1,P0091,S0029,2,15240.00,89.52,3
O003912,1,P0008,S0040,3,14160.90,89.75,2
O003913,1,P0025,S0011,1,7444.70,89.98,1
O003914,1,P0042,S0022,2,11330.00,90.21,10
O003915,1,P0059,S0033,3,23185.50,90.44,9
O003915,2,P0062,S0040,2,15434.00,90.55,2
O003916,1,P0076,S0004,1,7854.30,90.67,8
O003916,2,P0079,S0011,3,19341.90,90.78,1
O003917,1,P0093,S0015,2,5220.20,90.90,7
O003917,2,P0096,S0022,1,6005.70,91.01,10
O003918,1,P0010,S0026,3,17217.90,91.13,6
O003918,2,P0013,S0033,2,9406.40,91.24,9
O003919,1,P0027,S0037,1,2991.90,91.36,5
O003920,1,P0044,S0008,2,735.20,91.59,4
O003921,1,P0061,S0019,3,19173.00,91.82,3
O003922,1,P0078,S0030,1,4868.50,92.05,2
O003923,1,P0095,S0001,2,15256.40,92.28,1
O003924,1,P0012,S0012,3,6172.50,92.51,10
O003925,1,P0029,S0023,1,7000.60,92.74,9
O003926,1,P0046,S0034,2,16490.00,92.97,8
O003927,1,P0063,S0005,3,11558.40,93.20,7
O003928,1,P0080,S0016,1,2826.60,93.43,6
O003929,1,P0097,S0027,2,9544.60,93.66,5
O003929,2,P0100,S0034,1,4801.00,93.77,8
O003930,1,P0014,S0038,3,25243.80,93.89,4
O003930,2,P0017,S0005,2,15120.40,94.00,7
O003931,1,P0031,S0009,1,5972.40,94.12,3
O003931,2,P0034,S0016,3,1225.80,94.23,6
O003932,1,P0048,S0020,2,14576.80,94.35,2
O003932,2,P0051,S0027,1,6187.00,94.46,5
O003933,1,P0065,S0031,3,20123.70,94.58,1
O003934,1,P0082,S0002,1,4206.50,94.81,10
O003935,1,P0099,S0013,2,5567.40,95.04,9
O003936,1,P0016,S0024,3,22477.20,95.27,8
O003937,1,P0033,S0035,1,871.80,95.50,7
O003938,1,P0050,S0006,2,11415.20,95.73,6
O003939,1,P0067,S0017,3,23653.80,95.96,5
O003940,1,P0084,S0028,1,2180.80,96.19,4
O003941,1,P0001,S0039,2,2514.60,96.42,3
O003942,1,P0018,S0010,3,19265.10,96.65,2
O003943,1,P0035,S0021,1,927.50,96.88,1
O003943,2,P0038,S0028,3,12468.90,96.99,4
O003944,1,P0052,S0032,2,11221.60,97.11,10
O003944,2,P0055,S0039,1,1635.60,97.22,3
O003945,1,P0069,S0003,3,9599.10,97.34,9
O003945,2,P0072,S0010,2,10163.60,97.45,2
O003946,1,P0086,S0014,1,1934.60,97.57,8
O003946,2,P0089,S0021,3,23482.20,97.68,1
O003947,1,P0003,S0025,2,4263.80,97.80,7
O003947,2,P0006,S0032,1,2614.70,97.91,10
O003948,1,P0020,S0036,3,22104.00,98.03,6
O003949,1,P0037,S0007,1,1901.80,98.26,5
O003950,1,P0054,S0018,2,5022.80,98.49,4
O003951,1,P0071,S0029,3,13505.10,98.72,3
O003952,1,P0088,S0040,1,6903.50,98.95,2
O003953,1,P0005,S0011,2,13893.80,99.18,1
O003953,2,P0008,S0018,1,4720.30,99.29,4
O003954,1,P0022,S0022,3,22096.20,99.41,10
O003955,1,P0039,S0033,1,3115.30,99.64,9
O003956,1,P0056,S0004,2,5579.80,99.87,8
O003957,1,P0073,S0015,3,9501.90,30.09,7
O003958,1,P0090,S0026,1,5790.80,30.32,6
O003958,2,P0093,S0033,3,7830.30,30.43,9
O003959,1,P0007,S0037,2,2276.40,30.55,5
O003959,2,P0010,S0004,1,5739.30,30.66,8
O003960,1,P0024,S0008,3,12143.40,30.78,4
O003960,2,P0027,S0015,2,5983.80,30.89,7
O003961,1,P0041,S0019,1,7477.10,31.01,3
O003961,2,P0044,S0026,3,1102.80,31.12,6
O003962,1,P0058,S0030,2,12397.00,31.24,2
O003963,1,P0075,S0001,3,1091.40,31.47,1
O003964,1,P0092,S0012,1,7371.20,31.70,10
O003965,1,P0009,S0023,2,10781.80,31.93,9
O003966,1,P0026,S0034,3,10192.20,32.16,8
O003967,1,P0043,S0005,1,4308.00,32.39,7
O003968,1,P0060,S0016,2,1418.60,32.62,6
O003969,1,P0077,S0027,3,8612.10,32.85,5
O003970,1,P0094,S0038,1,3935.00,33.08,4
O003971,1,P0011,S0009,2,6896.00,33.31,3
O003972,1,P0028,S0020,3,6904.50,33.54,2
O003972,2,P0031,S0027,2,11944.80,33.65,5
O003973,1,P0045,S0031,1,6027.20,33.77,1
O003973,2,P0048,S0038,3,21865.20,33.88,4
O003973,3,P0051,S0005,2,12374.00,33.99,7
O003974,1,P0062,S0002,2,15434.00,34.00,10
O003974,2,P0065,S0009,1,6707.90,34.11,3
O003975,1,P0079,S0013,3,19341.90,34.23,9
O003975,2,P0082,S0020,2,8413.00,34.34,2
O003976,1,P0096,S0024,1,6005.70,34.46,8
O003977,1,P0013,S0035,2,9406.40,34.69,7
O003978,1,P0030,S0006,3,5087.40,34.92,6
O003979,1,P0047,S0017,1,4235.80,35.15,5
O003980,1,P0064,S0028,2,15352.40,35.38,4
O003981,1,P0081,S0039,3,8928.90,35.61,3
O003982,1,P0098,S0010,1,3524.20,35.84,2
O003982,2,P0001,S0017,3,3771.90,35.95,5
O003983,1,P0015,S0021,2,13822.20,36.07,1
O003984,1,P0032,S0032,3,11761.50,36.30,10
O003985,1,P0049,S0003,1,3640.80,36.53,9
O003986,1,P0066,S0014,2,16612.20,36.76,8
O003986,2,P0069,S0021,1,3199.70,36.87,1
O003987,1,P0083,S0025,3,16525.50,36.99,7
O003987,2,P0086,S0032,2,3869.20,37.10,10
O003988,1,P0100,S0036,1,4801.00,37.22,6
O003988,2,P0003,S0003,3,6395.70,37.33,9
O003989,1,P0017,S0007,2,15120.40,37.45,5
O003989,2,P0020,S0014,1,7368.00,37.56,8
O003990,1,P0034,S0018,3,1225.80,37.68,4
O003991,1,P0051,S0029,1,6187.00,37.91,3
O003991,2,P0054,S0036,3,7534.20,38.02,6
O003992,1,P0068,S0040,2,2462.00,38.14,2
O003993,1,P0085,S0011,3,25107.30,38.37,1
O003994,1,P0002,S0022,1,1185.30,38.60,10
O003995,1,P0019,S0033,2,4275.00,38.83,9
O003996,1,P0036,S0004,3,14234.40,39.06,8
O003997,1,P0053,S0015,1,5412.40,39.29,7
O003998,1,P0070,S0026,2,7195.00,39.52,6
O003999,1,P0087,S0037,3,17090.70,39.75,5
O004000,1,P0004,S0008,1,5646.60,39.98,4
O004000,2,P0007,S0015,3,3414.60,40.09,7
O004000,3,P0010,S0022,2,11478.60,40.20,10
O004001,1,P0021,S0019,2,1735.60,40.21,3
O004001,2,P0024,S0026,1,4047.80,40.32,6
O004002,1,P0038,S0030,3,12468.90,40.44,2
O004002,2,P0041,S0037,2,14954.20,40.55,5
O004003,1,P0055,S0001,1,1635.60,40.67,1
O004003,2,P0058,S0008,3,18595.50,40.78,4
O004004,1,P0072,S0012,2,10163.60,40.90,10
O004004,2,P0075,S0019,1,363.80,41.01,3
O004005,1,P0089,S0023,3,23482.20,41.13,9
O004006,1,P0006,S0034,1,2614.70,41.36,8
O004007,1,P0023,S0005,2,13228.20,41.59,7
O004008,1,P0040,S0016,3,12018.60,41.82,6
O004009,1,P0057,S0027,1,6400.70,42.05,5
O004010,1,P0074,S0038,2,6978.60,42.28,4
O004011,1,P0091,S0009,3,22860.00,42.51,3
O004012,1,P0008,S0020,1,4720.30,42.74,2
O004013,1,P0025,S0031,2,14889.40,42.97,1
O004014,1,P0042,S0002,3,16995.00,43.20,10
O004015,1,P0059,S0013,1,7728.50,43.43,9
O004015,2,P0062,S0020,3,23151.00,43.54,2
O004016,1,P0076,S0024,2,15708.60,43.66,8
O004016,2,P0079,S0031,1,6447.30,43.77,1
O004017,1,P0093,S0035,3,7830.30,43.89,7
O004017,2,P0096,S0002,2,12011.40,44.00,10
O004018,1,P0010,S0006,1,5739.30,44.12,6
O004018,2,P0013,S0013,3,14109.60,44.23,9
O004019,1,P0027,S0017,2,5983.80,44.35,5
O004020,1,P0044,S0028,3,1102.80,44.58,4
O004020,2,P0047,S0035,2,8471.60,44.69,7
O004021,1,P0061,S0039,1,6391.00,44.81,3
O004022,1,P0078,S0010,2,9737.00,45.04,2
O004023,1,P0095,S0021,3,22884.60,45.27,1
O004024,1,P0012,S0032,1,2057.50,45.50,10
O004025,1,P0029,S0003,2,14001.20,45.73,9
O004026,1,P0046,S0014,3,24735.00,45.96,8
O004027,1,P0063,S0025,1,3852.80,46.19,7
O004028,1,P0080,S0036,2,5653.20,46.42,6
O004029,1,P0097,S0007,3,14316.90,46.65,5
O004029,2,P0100,S0014,2,9602.00,46.76,8
O004030,1,P0014,S0018,1,8414.60,46.88,4
O004030,2,P0017,S0025,3,22680.60,46.99,7
O004031,1,P0031,S0029,2,11944.80,47.11,3
O004031,2,P0034,S0036,1,408.60,47.22,6
O004032,1,P0048,S0040,3,21865.20,47.34,2
O004032,2,P0051,S0007,2,12374.00,47.45,5
O004033,1,P0065,S0011,1,6707.90,47.57,1
O004034,1,P0082,S0022,2,8413.00,47.80,10
O004035,1,P0099,S0033,3,8351.10,48.03,9
O004036,1,P0016,S0004,1,7492.40,48.26,8
O004037,1,P0033,S0015,2,1743.60,48.49,7
O004038,1,P0050,S0026,3,17122.80,48.72,6
O004039,1,P0067,S0037,1,7884.60,48.95,5
O004040,1,P0084,S0008,2,4361.60,49.18,4
O004041,1,P0001,S0019,3,3771.90,49.41,3
O004042,1,P0018,S0030,1,6421.70,49.64,2
O004043,1,P0035,S0001,2,1855.00,49.87,1
O004043,2,P0038,S0008,1,4156.30,49.98,4
O004044,1,P0052,S0012,3,16832.40,50.10,10
O004044,2,P0055,S0019,2,3271.20,50.21,3
O004045,1,P0069,S0023,1,3199.70,50.33,9
O004045,2,P0072,S0030,3,15245.40,50.44,2
O004046,1,P0086,S0034,2,3869.20,50.56,8
O004046,2,P0089,S0001,1,7827.40,50.67,1
O004047,1,P0003,S0005,3,6395.70,50.79,7
O004047,2,P0006,S0012,2,5229.40,50.90,10
O004048,1,P0020,S0016,1,7368.00,51.02,6
O004049,1,P0037,S0027,2,3803.60,51.25,5
O004050,1,P0054,S0038,3,7534.20,51.48,4
O004051,1,P0071,S0009,1,4501.70,51.71,3
O004052,1,P0088,S0020,2,13807.00,51.94,2
O004053,1,P0005,S0031,3,20840.70,52.17,1
O004054,1,P0022,S0002,1,7365.40,52.40,10
O004055,1,P0039,S0013,2,6230.60,52.63,9
O004056,1,P0056,S0024,3,8369.70,52.86,8
O004057,1,P0073,S0035,1,3167.30,53.09,7
O004058,1,P0090,S0006,2,11581.60,53.32,6
O004058,2,P0093,S0013,1,2610.10,53.43,9
O004059,1,P0007,S0017,3,3414.60,53.55,5
O004059,2,P0010,S0024,2,11478.60,53.66,8
O004060,1,P0024,S0028,1,4047.80,53.78,4
O004060,2,P0027,S0035,3,8975.70,53.89,7
O004061,1,P0041,S0039,2,14954.20,54.01,3
O004061,2,P0044,S0006,1,367.60,54.12,6
O004062,1,P0058,S0010,3,18595.50,54.24,2
O004063,1,P0075,S0021,1,363.80,54.47,1
O004064,1,P0092,S0032,2,14742.40,54.70,10
O004065,1,P0009,S0003,3,16172.70,54.93,9
O004066,1,P0026,S0014,1,3397.40,55.16,8
O004067,1,P0043,S0025,2,8616.00,55.39,7
O004068,1,P0060,S0036,3,2127.90,55.62,6
O004069,1,P0077,S0007,1,2870.70,55.85,5
O004070,1,P0094,S0018,2,7870.00,56.08,4
O004071,1,P0011,S0029,3,10344.00,56.31,3
O004072,1,P0028,S0040,1,2301.50,56.54,2
O004072,2,P0031,S0007,3,17917.20,56.65,5
O004073,1,P0045,S0011,2,12054.40,56.77,1
O004073,2,P0048,S0018,1,7288.40,56.88,4
O004073,3,P0051,S0025,3,18561.00,56.99,7
O004074,1,P0062,S0022,3,23151.00,57.00,10
O004074,2,P0065,S0029,2,13415.80,57.11,3
O004075,1,P0079,S0033,1,6447.30,57.23,9
O004075,2,P0082,S0040,3,12619.50,57.34,2
O004076,1,P0096,S0004,2,12011.40,57.46,8
O004077,1,P0013,S0015,3,14109.60,57.69,7
O004078,1,P0030,S0026,1,1695.80,57.92,6
O004079,1,P0047,S0037,2,8471.60,58.15,5
O004080,1,P0064,S0008,3,23028.60,58.38,4
O004081,1,P0081,S0019,1,2976.30,58.61,3
O004082,1,P0098,S0030,2,7048.40,58.84,2
O004082,2,P0001,S0037,1,1257.30,58.95,5
O004083,1,P0015,S0001,3,20733.30,59.07,1
O004084,1,P0032,S0012,1,3920.50,59.30,10
O004085,1,P0049,S0023,2,7281.60,59.53,9
O004086,1,P0066,S0034,3,24918.30,59.76,8
O004086,2,P0069,S0001,2,6399.40,59.87,1
O004087,1,P0083,S0005,1,5508.50,59.99,7
O004087,2,P0086,S0012,3,5803.80,60.10,10
O004087,3,P0089,S0019,2,15654.80,60.21,3
O004088,1,P0100,S0016,2,9602.00,60.22,6
O004088,2,P0003,S0023,1,2131.90,60.33,9
O004089,1,P0017,S0027,3,22680.60,60.45,5
O004089,2,P0020,S0034,2,14736.00,60.56,8
O004090,1,P0034,S0038,1,408.60,60.68,4
O004091,1,P0051,S0009,2,12374.00,60.91,3
O004091,2,P0054,S0016,1,2511.40,61.02,6
O004092,1,P0068,S0020,3,3693.00,61.14,2
O004093,1,P0085,S0031,1,8369.10,61.37,1
O004094,1,P0002,S0002,2,2370.60,61.60,10
O004095,1,P0019,S0013,3,6412.50,61.83,9
O004096,1,P0036,S0024,1,4744.80,62.06,8
O004097,1,P0053,S0035,2,10824.80,62.29,7
O004098,1,P0070,S0006,3,10792.50,62.52,6
O004099,1,P0087,S0017,1,5696.90,62.75,5
O004100,1,P0004,S0028,2,11293.20,62.98,4
O004100,2,P0007,S0035,1,1138.20,63.09,7
O004100,3,P0010,S0002,3,17217.90,63.20,10
O004101,1,P0021,S0039,3,2603.40,63.21,3
O004101,2,P0024,S0006,2,8095.60,63.32,6
O004102,1,P0038,S0010,1,4156.30,63.44,2
O004102,2,P0041,S0017,3,22431.30,63.55,5
O004103,1,P0055,S0021,2,3271.20,63.67,1
O004103,2,P0058,S0028,1,6198.50,63.78,4
O004104,1,P0072,S0032,3,15245.40,63.90,10
O004104,2,P0075,S0039,2,727.60,64.01,3
O004105,1,P0089,S0003,1,7827.40,64.13,9
O004106,1,P0006,S0014,2,5229.40,64.36,8
O004107,1,P0023,S0025,3,19842.30,64.59,7
O004108,1,P0040,S0036,1,4006.20,64.82,6
O004109,1,P0057,S0007,2,12801.40,65.05,5
O004110,1,P0074,S0018,3,10467.90,65.28,4
O004111,1,P0091,S0029,1,7620.00,65.51,3
O004112,1,P0008,S0040,2,9440.60,65.74,2
O004113,1,P0025,S0011,3,22334.10,65.97,1
O004114,1,P0042,S0022,1,5665.00,66.20,10
O004115,1,P0059,S0033,2,15457.00,66.43,9
O004115,2,P0062,S0040,1,7717.00,66.54,2
O004116,1,P0076,S0004,3,23562.90,66.66,8
O004116,2,P0079,S0011,2,12894.60,66.77,1
O004117,1,P0093,S0015,1,2610.10,66.89,7
O004117,2,P0096,S0022,3,18017.10,67.00,10
O004118,1,P0010,S0026,2,11478.60,67.12,6
O004118,2,P0013,S0033,1,4703.20,67.23,9
O004119,1,P0027,S0037,3,8975.70,67.35,5
O004120,1,P0044,S0008,1,367.60,67.58,4
O004121,1,P0061,S0019,2,12782.00,67.81,3
O004122,1,P0078,S0030,3,14605.50,68.04,2
O004123,1,P0095,S0001,1,7628.20,68.27,1
O004124,1,P0012,S0012,2,4115.00,68.50,10
O004125,1,P0029,S0023,3,21001.80,68.73,9
O004126,1,P0046,S0034,1,8245.00,68.96,8
O004127,1,P0063,S0005,2,7705.60,69.19,7
O004128,1,P0080,S0016,3,8479.80,69.42,6
O004129,1,P0097,S0027,1,4772.30,69.65,5
O004129,2,P0100,S0034,3,14403.00,69.76,8
O004130,1,P0014,S0038,2,16829.20,69.88,4
O004130,2,P0017,S0005,1,7560.20,69.99,7
O004131,1,P0031,S0009,3,17917.20,70.11,3
O004131,2,P0034,S0016,2,817.20,70.22,6
O004132,1,P0048,S0020,1,7288.40,70.34,2
O004132,2,P0051,S0027,3,18561.00,70.45,5
O004133,1,P0065,S0031,2,13415.80,70.57,1
O004134,1,P0082,S0002,3,12619.50,70.80,10
O004135,1,P0099,S0013,1,2783.70,71.03,9
O004136,1,P0016,S0024,2,14984.80,71.26,8
O004137,1,P0033,S0035,3,2615.40,71.49,7
O004138,1,P0050,S0006,1,5707.60,71.72,6
O004139,1,P0067,S0017,2,15769.20,71.95,5
O004140,1,P0084,S0028,3,6542.40,72.18,4
O004141,1,P0001,S0039,1,1257.30,72.41,3
O004142,1,P0018,S0010,2,12843.40,72.64,2
O004143,1,P0035,S0021,3,2782.50,72.87,1
O004143,2,P0038,S0028,2,8312.60,72.98,4
O004144,1,P0052,S0032,1,5610.80,73.10,10
O004144,2,P0055,S0039,3,4906.80,73.21,3
O004145,1,P0069,S0003,2,6399.40,73.33,9
O004145,2,P0072,S0010,1,5081.80,73.44,2
O004146,1,P0086,S0014,3,5803.80,73.56,8
O004146,2,P0089,S0021,2,15654.80,73.67,1
O004147,1,P0003,S0025,1,2131.90,73.79,7
O004147,2,P0006,S0032,3,7844.10,73.90,10
O004148,1,P0020,S0036,2,14736.00,74.02,6
O004149,1,P0037,S0007,3,5705.40,74.25,5
O004150,1,P0054,S0018,1,2511.40,74.48,4
O004151,1,P0071,S0029,2,9003.40,74.71,3
O004152,1,P0088,S0040,3,20710.50,74.94,2
O004153,1,P0005,S0011,1,6946.90,75.17,1
O004154,1,P0022,S0022,2,14730.80,75.40,10
O004154,2,P0025,S0029,1,7444.70,75.51,3
O004155,1,P0039,S0033,3,9345.90,75.63,9
O004156,1,P0056,S0004,1,2789.90,75.86,8
O004157,1,P0073,S0015,2,6334.60,76.09,7
O004158,1,P0090,S0026,3,17372.40,76.32,6
O004158,2,P0093,S0033,2,5220.20,76.43,9
O004159,1,P0007,S0037,1,1138.20,76.55,5
O004159,2,P0010,S0004,3,17217.90,76.66,8
O004160,1,P0024,S0008,2,8095.60,76.78,4
O004160,2,P0027,S0015,1,2991.90,76.89,7
O004161,1,P0041,S0019,3,22431.30,77.01,3
O004161,2,P0044,S0026,2,735.20,77.12,6
O004162,1,P0058,S0030,1,6198.50,77.24,2
O004163,1,P0075,S0001,2,727.60,77.47,1
O004164,1,P0092,S0012,3,22113.60,77.70,10
O004165,1,P0009,S0023,1,5390.90,77.93,9
O004166,1,P0026,S0034,2,6794.80,78.16,8
O004167,1,P0043,S0005,3,12924.00,78.39,7
O004168,1,P0060,S0016,1,709.30,78.62,6
O004169,1,P0077,S0027,2,5741.40,78.85,5
O004170,1,P0094,S0038,3,11805.00,79.08,4
O004171,1,P0011,S0009,1,3448.00,79.31,3
O004172,1,P0028,S0020,2,4603.00,79.54,2
O004172,2,P0031,S0027,1,5972.40,79.65,5
O004173,1,P0045,S0031,3,18081.60,79.77,1
O004173,2,P0048,S0038,2,14576.80,79.88,4
O004173,3,P0051,S0005,1,6187.00,79.99,7
O004174,1,P0062,S0002,1,7717.00,80.00,10
O004174,2,P0065,S0009,3,20123.70,80.11,3
O004175,1,P0079,S0013,2,12894.60,80.23,9
O004175,2,P0082,S0020,1,4206.50,80.34,2
O004176,1,P0096,S0024,3,18017.10,80.46,8
O004177,1,P0013,S0035,1,4703.20,80.69,7
O004178,1,P0030,S0006,2,3391.60,80.92,6
O004179,1,P0047,S0017,3,12707.40,81.15,5
O004180,1,P0064,S0028,1,7676.20,81.38,4
O004181,1,P0081,S0039,2,5952.60,81.61,3
O004182,1,P0098,S0010,3,10572.60,81.84,2
O004182,2,P0001,S0017,2,2514.60,81.95,5
O004183,1,P0015,S0021,1,6911.10,82.07,1
O004184,1,P0032,S0032,2,7841.00,82.30,10
O004185,1,P0049,S0003,3,10922.40,82.53,9
O004186,1,P0066,S0014,1,8306.10,82.76,8
O004186,2,P0069,S0021,3,9599.10,82.87,1
O004187,1,P0083,S0025,2,11017.00,82.99,7
O004187,2,P0086,S0032,1,1934.60,83.10,10
O004188,1,P0100,S0036,3,14403.00,83.22,6
O004188,2,P0003,S0003,2,4263.80,83.33,9
O004189,1,P0017,S0007,1,7560.20,83.45,5
O004189,2,P0020,S0014,3,22104.00,83.56,8
O004190,1,P0034,S0018,2,817.20,83.68,4
O004191,1,P0051,S0029,3,18561.00,83.91,3
O004191,2,P0054,S0036,2,5022.80,84.02,6
O004192,1,P0068,S0040,1,1231.00,84.14,2
O004193,1,P0085,S0011,2,16738.20,84.37,1
O004194,1,P0002,S0022,3,3555.90,84.60,10
O004195,1,P0019,S0033,1,2137.50,84.83,9
O004196,1,P0036,S0004,2,9489.60,85.06,8
O004197,1,P0053,S0015,3,16237.20,85.29,7
O004198,1,P0070,S0026,1,3597.50,85.52,6
O004199,1,P0087,S0037,2,11393.80,85.75,5
O004200,1,P0004,S0008,3,16939.80,85.98,4
O004200,2,P0007,S0015,2,2276.40,86.09,7
O004200,3,P0010,S0022,1,5739.30,86.20,10
O004201,1,P0021,S0019,1,867.80,86.21,3
O004201,2,P0024,S0026,3,12143.40,86.32,6
O004202,1,P0038,S0030,2,8312.60,86.44,2
O004202,2,P0041,S0037,1,7477.10,86.55,5
O004203,1,P0055,S0001,3,4906.80,86.67,1
O004203,2,P0058,S0008,2,12397.00,86.78,4
O004204,1,P0072,S0012,1,5081.80,86.90,10
O004204,2,P0075,S0019,3,1091.40,87.01,3
O004205,1,P0089,S0023,2,15654.80,87.13,9
O004206,1,P0006,S0034,3,7844.10,87.36,8
O004207,1,P0023,S0005,1,6614.10,87.59,7
O004208,1,P0040,S0016,2,8012.40,87.82,6
O004209,1,P0057,S0027,3,19202.10,88.05,5
O004210,1,P0074,S0038,1,3489.30,88.28,4
O004211,1,P0091,S0009,2,15240.00,88.51,3
O004212,1,P0008,S0020,3,14160.90,88.74,2
O004213,1,P0025,S0031,1,7444.70,88.97,1
O004214,1,P0042,S0002,2,11330.00,89.20,10
O004215,1,P0059,S0013,3,23185.50,89.43,9
O004215,2,P0062,S0020,2,15434.00,89.54,2
O004216,1,P0076,S0024,1,7854.30,89.66,8
O004216,2,P0079,S0031,3,19341.90,89.77,1
O004217,1,P0093,S0035,2,5220.20,89.89,7
O004217,2,P0096,S0002,1,6005.70,90.00,10
O004218,1,P0010,S0006,3,17217.90,90.12,6
O004218,2,P0013,S0013,2,9406.40,90.23,9
O004219,1,P0027,S0017,1,2991.90,90.35,5
O004220,1,P0044,S0028,2,735.20,90.58,4
O004221,1,P0061,S0039,3,19173.00,90.81,3
O004221,2,P0064,S0006,2,15352.40,90.92,6
O004222,1,P0078,S0010,1,4868.50,91.04,2
O004223,1,P0095,S0021,2,15256.40,91.27,1
O004224,1,P0012,S0032,3,6172.50,91.50,10
O004225,1,P0029,S0003,1,7000.60,91.73,9
O004226,1,P0046,S0014,2,16490.00,91.96,8
O004227,1,P0063,S0025,3,11558.40,92.19,7
O004228,1,P0080,S0036,1,2826.60,92.42,6
O004229,1,P0097,S0007,2,9544.60,92.65,5
O004229,2,P0100,S0014,1,4801.00,92.76,8
O004230,1,P0014,S0018,3,25243.80,92.88,4
O004230,2,P0017,S0025,2,15120.40,92.99,7
O004231,1,P0031,S0029,1,5972.40,93.11,3
O004231,2,P0034,S0036,3,1225.80,93.22,6
O004232,1,P0048,S0040,2,14576.80,93.34,2
O004232,2,P0051,S0007,1,6187.00,93.45,5
O004233,1,P0065,S0011,3,20123.70,93.57,1
O004234,1,P0082,S0022,1,4206.50,93.80,10
O004235,1,P0099,S0033,2,5567.40,94.03,9
O004236,1,P0016,S0004,3,22477.20,94.26,8
