order_id,payment_sequential,payment_type,payment_installments,payment_value_bdt
O002294,1,bkash,5,3778.14
O002295,1,bkash,4,3915.45
O002296,1,nagad,3,4052.76
O002297,1,nagad,2,4189.07
O002298,1,cash_on_delivery,1,4326.38
O002299,1,credit_card,6,4463.69
O002300,1,bkash,5,4600.00
O002301,1,bkash,4,4737.31
O002302,1,bkash,3,4874.62
O002303,1,bkash,2,5011.93
O002304,1,nagad,1,5148.24
O002305,1,cash_on_delivery,1,5285.55
O002306,1,cash_on_delivery,1,5422.86
O002307,1,credit_card,4,5559.17
O002308,1,bkash,3,5696.48
O002309,1,bkash,2,5833.79
O002310,1,bkash,1,5970.10
O002311,1,nagad,6,6107.41
O002312,1,nagad,5,6244.72
O002313,1,cash_on_delivery,1,6381.03
O002314,1,cash_on_delivery,1,6518.34
O002315,1,bank_transfer,2,6655.65
O002316,1,bkash,1,6792.96
O002317,1,bkash,6,6929.27
O002318,1,bkash,5,7066.58
O002319,1,nagad,4,7203.89
O002320,1,nagad,3,7340.20
O002321,1,cash_on_delivery,1,7477.51
O002322,1,credit_card,1,7614.82
O002323,1,bank_transfer,6,7751.13
O002324,1,bkash,5,7888.44
O002325,1,bkash,4,8025.75
O002326,1,bkash,3,8162.06
O002327,1,nagad,2,8299.37
O002328,1,nagad,1,8436.68
O002329,1,cash_on_delivery,1,8573.99
O002330,1,credit_card,5,8710.30
O002331,1,bkash,4,8847.61
O002332,1,bkash,3,8984.92
O002333,1,bkash,2,9121.23
O002334,1,nagad,1,9258.54
O002335,1,nagad,6,9395.85
O002336,1,cash_on_delivery,1,1532.16
O002337,1,cash_on_delivery,1,1669.47
O002338,1,credit_card,3,1806.78
O002339,1,bkash,2,1943.09
O002340,1,bkash,1,2080.40
O002341,1,bkash,6,2217.71
O002342,1,nagad,5,2354.02
O002343,1,nagad,4,2491.33
O002344,1,cash_on_delivery,1,2628.64
O002345,1,credit_card,2,2765.95
O002346,1,bank_transfer,1,2902.26
O002347,1,bkash,6,3039.57
O002348,1,bkash,5,3176.88
O002349,1,bkash,4,3313.19
O002350,1,nagad,3,3450.50
O002351,1,nagad,2,3587.81
O002352,1,cash_on_delivery,1,3724.12
O002353,1,credit_card,6,3861.43
O002354,1,bkash,5,3998.74
O002355,1,bkash,4,4135.05
O002356,1,bkash,3,4272.36
O002357,1,nagad,2,4409.67
O002358,1,nagad,1,4546.98
O002359,1,cash_on_delivery,1,4683.29
O002360,1,cash_on_delivery,1,4820.60
O002361,1,credit_card,4,4957.91
O002362,1,bkash,3,5094.22
O002363,1,bkash,2,5231.53
O002364,1,bkash,1,5368.84
O002365,1,nagad,6,5505.15
O002366,1,nagad,5,5642.46
O002367,1,cash_on_delivery,1,5779.77
O002368,1,cash_on_delivery,1,5916.08
O002369,1,bank_transfer,2,6053.39
O002370,1,bkash,1,6190.70
O002371,1,bkash,6,6327.01
O002372,1,bkash,5,6464.32
O002373,1,nagad,4,6601.63
O002374,1,nagad,3,6738.94
O002375,1,cash_on_delivery,1,6875.25
O002376,1,credit_card,1,7012.56
O002377,1,bkash,6,7149.87
O002378,1,bkash,5,7286.18
O002379,1,bkash,4,7423.49
O002380,1,nagad,3,7560.80
O002381,1,nagad,2,7697.11
O002382,1,cash_on_delivery,1,7834.42
O002383,1,cash_on_delivery,1,7971.73
O002384,1,credit_card,5,8108.04
O002385,1,bkash,4,8245.35
O002386,1,bkash,3,8382.66
O002387,1,bkash,2,8519.97
O002388,1,nagad,1,8656.28
O002389,1,nagad,6,8793.59
O002390,1,cash_on_delivery,1,8930.90
O002391,1,cash_on_delivery,1,9067.21
O002392,1,bank_transfer,3,9204.52
O002393,1,bkash,2,9341.83
O002394,1,bkash,1,9478.14
O002395,1,bkash,6,1615.45
O002396,1,nagad,5,1752.76
O002397,1,nagad,4,1889.07
O002398,1,cash_on_delivery,1,2026.38
O002399,1,credit_card,2,2163.69
O002400,1,bkash,1,2300.00
O002401,1,bkash,6,2437.31
O002402,1,bkash,5,2574.62
O002403,1,bkash,4,2711.93
O002404,1,nagad,3,2848.24
O002405,1,cash_on_delivery,1,2985.55
O002406,1,cash_on_delivery,1,3122.86
O002407,1,credit_card,6,3259.17
O002408,1,bkash,5,3396.48
O002409,1,bkash,4,3533.79
O002410,1,bkash,3,3670.10
O002411,1,nagad,2,3807.41
O002412,1,nagad,1,3944.72
O002413,1,cash_on_delivery,1,4081.03
O002414,1,cash_on_delivery,1,4218.34
O002415,1,bank_transfer,4,4355.65
O002416,1,bkash,3,4492.96
O002417,1,bkash,2,4629.27
O002418,1,bkash,1,4766.58
O002419,1,nagad,6,4903.89
O002420,1,nagad,5,5040.20
O002421,1,cash_on_delivery,1,5177.51
O002422,1,credit_card,3,5314.82
O002423,1,bank_transfer,2,5451.13
O002424,1,bkash,1,5588.44
O002425,1,bkash,6,5725.75
O002426,1,bkash,5,5862.06
O002427,1,nagad,4,5999.37
O002428,1,nagad,3,6136.68
O002429,1,cash_on_delivery,1,6273.99
O002430,1,credit_card,1,6410.30
O002431,1,bkash,6,6547.61
O002432,1,bkash,5,6684.92
O002433,1,bkash,4,6821.23
O002434,1,nagad,3,6958.54
O002435,1,nagad,2,7095.85
O002436,1,cash_on_delivery,1,7232.16
O002437,1,cash_on_delivery,1,7369.47
O002438,1,credit_card,5,7506.78
O002439,1,bkash,4,7643.09
O002440,1,bkash,3,7780.40
O002441,1,bkash,2,7917.71
O002442,1,nagad,1,8054.02
O002443,1,nagad,6,8191.33
O002444,1,cash_on_delivery,1,8328.64
O002445,1,credit_card,4,8465.95
O002446,1,bank_transfer,3,8602.26
O002447,1,bkash,2,8739.57
O002448,1,bkash,1,8876.88
O002449,1,bkash,6,9013.19
O002450,1,nagad,5,9150.50
O002451,1,nagad,4,9287.81
O002452,1,cash_on_delivery,1,9424.12
O002453,1,credit_card,2,1561.43
O002454,1,bkash,1,1698.74
O002455,1,bkash,6,1835.05
O002456,1,bkash,5,1972.36
O002457,1,nagad,4,2109.67
O002458,1,nagad,3,2246.98
O002459,1,cash_on_delivery,1,2383.29
O002460,1,cash_on_delivery,1,2520.60
O002461,1,credit_card,6,2657.91
O002462,1,bkash,5,2794.22
O002463,1,bkash,4,2931.53
O002464,1,bkash,3,3068.84
O002465,1,nagad,2,3205.15
O002466,1,nagad,1,3342.46
O002467,1,cash_on_delivery,1,3479.77
O002468,1,cash_on_delivery,1,3616.08
O002469,1,bank_transfer,4,3753.39
O002470,1,bkash,3,3890.70
O002471,1,bkash,2,4027.01
O002472,1,bkash,1,4164.32
O002473,1,nagad,6,4301.63
O002474,1,nagad,5,4438.94
O002475,1,cash_on_delivery,1,4575.25
O002476,1,credit_card,3,4712.56
O002477,1,bkash,2,4849.87
O002478,1,bkash,1,4986.18
O002479,1,bkash,6,5123.49
O002480,1,nagad,5,5260.80
O002481,1,nagad,4,5397.11
O002482,1,cash_on_delivery,1,5534.42
O002483,1,cash_on_delivery,1,5671.73
O002484,1,credit_card,1,5808.04
O002485,1,bkash,6,5945.35
O002486,1,bkash,5,6082.66
O002487,1,bkash,4,6219.97
O002488,1,nagad,3,6356.28
O002489,1,nagad,2,6493.59
O002490,1,cash_on_delivery,1,6630.90
O002491,1,cash_on_delivery,1,6767.21
O002492,1,bank_transfer,5,6904.52
O002493,1,bkash,4,7041.83
O002494,1,bkash,3,7178.14
O002495,1,bkash,2,7315.45
O002496,1,nagad,1,7452.76
O002497,1,nagad,6,7589.07
O002498,1,cash_on_delivery,1,7726.38
O002499,1,credit_card,4,7863.69
O002500,1,bkash,3,8000.00
O002501,1,bkash,2,8137.31
O002502,1,bkash,1,8274.62
O002503,1,bkash,6,8411.93
O002504,1,nagad,5,8548.24
O002505,1,cash_on_delivery,1,8685.55
O002506,1,cash_on_delivery,1,8822.86
O002507,1,credit_card,2,8959.17
O002508,1,bkash,1,9096.48
O002509,1,bkash,6,9233.79
O002510,1,bkash,5,9370.10
O002511,1,nagad,4,1507.41
O002512,1,nagad,3,1644.72
O002513,1,cash_on_delivery,1,1781.03
O002514,1,cash_on_delivery,1,1918.34
O002515,1,bank_transfer,6,2055.65
O002516,1,bkash,5,2192.96
O002517,1,bkash,4,2329.27
O002518,1,bkash,3,2466.58
O002519,1,nagad,2,2603.89
O002520,1,nagad,1,2740.20
O002521,1,cash_on_delivery,1,2877.51
O002522,1,credit_card,5,3014.82
O002523,1,bank_transfer,4,3151.13
O002524,1,bkash,3,3288.44
O002525,1,bkash,2,3425.75
O002526,1,bkash,1,3562.06
O002527,1,nagad,6,3699.37
O002528,1,nagad,5,3836.68
O002529,1,cash_on_delivery,1,3973.99
O002530,1,credit_card,3,4110.30
O002531,1,bkash,2,4247.61
O002532,1,bkash,1,4384.92
O002533,1,bkash,6,4521.23
O002534,1,nagad,5,4658.54
O002535,1,nagad,4,4795.85
O002536,1,cash_on_delivery,1,4932.16
O002537,1,cash_on_delivery,1,5069.47
O002538,1,credit_card,1,5206.78
O002539,1,bkash,6,5343.09
O002540,1,bkash,5,5480.40
O002541,1,bkash,4,5617.71
O002542,1,nagad,3,5754.02
O002543,1,nagad,2,5891.33
O002544,1,cash_on_delivery,1,6028.64
O002545,1,credit_card,6,6165.95
O002546,1,bank_transfer,5,6302.26
O002547,1,bkash,4,6439.57
O002548,1,bkash,3,6576.88
O002549,1,bkash,2,6713.19
O002550,1,nagad,1,6850.50
O002551,1,nagad,6,6987.81
O002552,1,cash_on_delivery,1,7124.12
O002553,1,credit_card,4,7261.43
O002554,1,bkash,3,7398.74
O002555,1,bkash,2,7535.05
O002556,1,bkash,1,7672.36
O002557,1,nagad,6,7809.67
O002558,1,nagad,5,7946.98
O002559,1,cash_on_delivery,1,8083.29
O002560,1,cash_on_delivery,1,8220.60
O002561,1,credit_card,2,8357.91
O002562,1,bkash,1,8494.22
O002563,1,bkash,6,8631.53
O002564,1,bkash,5,8768.84
O002565,1,nagad,4,8905.15
O002566,1,nagad,3,9042.46
O002567,1,cash_on_delivery,1,9179.77
O002568,1,cash_on_delivery,1,9316.08
O002569,1,bank_transfer,6,9453.39
O002570,1,bkash,5,1590.70
O002571,1,bkash,4,1727.01
O002572,1,bkash,3,1864.32
O002573,1,nagad,2,2001.63
O002574,1,nagad,1,2138.94
O002575,1,cash_on_delivery,1,2275.25
O002576,1,credit_card,5,2412.56
O002577,1,bkash,4,2549.87
O002578,1,bkash,3,2686.18
O002579,1,bkash,2,2823.49
O002580,1,nagad,1,2960.80
O002581,1,nagad,6,3097.11
O002582,1,cash_on_delivery,1,3234.42
O002583,1,cash_on_delivery,1,3371.73
O002584,1,credit_card,3,3508.04
O002585,1,bkash,2,3645.35
O002586,1,bkash,1,3782.66
O002587,1,bkash,6,3919.97
O002588,1,nagad,5,4056.28
O002589,1,nagad,4,4193.59
O002590,1,cash_on_delivery,1,4330.90
O002591,1,cash_on_delivery,1,4467.21
O002592,1,bank_transfer,1,4604.52
O002593,1,bkash,6,4741.83
O002594,1,bkash,5,4878.14
O002595,1,bkash,4,5015.45
O002596,1,nagad,3,5152.76
O002597,1,nagad,2,5289.07
O002598,1,cash_on_delivery,1,5426.38
O002599,1,credit_card,6,5563.69
O002600,1,bkash,5,5700.00
O002601,1,bkash,4,5837.31
O002602,1,bkash,3,5974.62
O002603,1,bkash,2,6111.93
O002604,1,nagad,1,6248.24
O002605,1,cash_on_delivery,1,6385.55
O002606,1,cash_on_delivery,1,6522.86
O002607,1,credit_card,4,6659.17
O002608,1,bkash,3,6796.48
O002609,1,bkash,2,6933.79
O002610,1,bkash,1,7070.10
O002611,1,nagad,6,7207.41
O002612,1,nagad,5,7344.72
O002613,1,cash_on_delivery,1,7481.03
O002614,1,cash_on_delivery,1,7618.34
O002615,1,bank_transfer,2,7755.65
O002616,1,bkash,1,7892.96
O002617,1,bkash,6,8029.27
O002618,1,bkash,5,8166.58
O002619,1,nagad,4,8303.89
O002620,1,nagad,3,8440.20
O002621,1,cash_on_delivery,1,8577.51
O002622,1,credit_card,1,8714.82
O002623,1,bank_transfer,6,8851.13
O002624,1,bkash,5,8988.44
O002625,1,bkash,4,9125.75
O002626,1,bkash,3,9262.06
O002627,1,nagad,2,9399.37
O002628,1,nagad,1,1536.68
O002629,1,cash_on_delivery,1,1673.99
O002630,1,credit_card,5,1810.30
O002631,1,bkash,4,1947.61
O002632,1,bkash,3,2084.92
O002633,1,bkash,2,2221.23
O002634,1,nagad,1,2358.54
O002635,1,nagad,6,2495.85
O002636,1,cash_on_delivery,1,2632.16
O002637,1,cash_on_delivery,1,2769.47
O002638,1,credit_card,3,2906.78
O002639,1,bkash,2,3043.09
O002640,1,bkash,1,3180.40
O002641,1,bkash,6,3317.71
O002642,1,nagad,5,3454.02
O002643,1,nagad,4,3591.33
O002644,1,cash_on_delivery,1,3728.64
O002645,1,credit_card,2,3865.95
O002646,1,bank_transfer,1,4002.26
O002647,1,bkash,6,4139.57
O002648,1,bkash,5,4276.88
O002649,1,bkash,4,4413.19
O002650,1,nagad,3,4550.50
O002651,1,nagad,2,4687.81
O002652,1,cash_on_delivery,1,4824.12
O002653,1,credit_card,6,4961.43
O002654,1,bkash,5,5098.74
O002655,1,bkash,4,5235.05
O002656,1,bkash,3,5372.36
O002657,1,nagad,2,5509.67
O002658,1,nagad,1,5646.98
O002659,1,cash_on_delivery,1,5783.29
O002660,1,cash_on_delivery,1,5920.60
O002661,1,credit_card,4,6057.91
O002662,1,bkash,3,6194.22
O002663,1,bkash,2,6331.53
O002664,1,bkash,1,6468.84
O002665,1,nagad,6,6605.15
O002666,1,nagad,5,6742.46
O002667,1,cash_on_delivery,1,6879.77
O002668,1,cash_on_delivery,1,7016.08
O002669,1,bank_transfer,2,7153.39
O002670,1,bkash,1,7290.70
O002671,1,bkash,6,7427.01
O002672,1,bkash,5,7564.32
O002673,1,nagad,4,7701.63
O002674,1,nagad,3,7838.94
O002675,1,cash_on_delivery,1,7975.25
O002676,1,credit_card,1,8112.56
O002677,1,bkash,6,8249.87
O002678,1,bkash,5,8386.18
O002679,1,bkash,4,8523.49
O002680,1,nagad,3,8660.80
O002681,1,nagad,2,8797.11
O002682,1,cash_on_delivery,1,8934.42
O002683,1,cash_on_delivery,1,9071.73
O002684,1,credit_card,5,9208.04
O002685,1,bkash,4,9345.35
O002686,1,bkash,3,9482.66
O002687,1,bkash,2,1619.97
O002688,1,nagad,1,1756.28
O002689,1,nagad,6,1893.59
O002690,1,cash_on_delivery,1,2030.90
O002691,1,cash_on_delivery,1,2167.21
O002692,1,bank_transfer,3,2304.52
O002693,1,bkash,2,2441.83
O002694,1,bkash,1,2578.14
O002695,1,bkash,6,2715.45
O002696,1,nagad,5,2852.76
O002697,1,nagad,4,2989.07
O002698,1,cash_on_delivery,1,3126.38
O002699,1,credit_card,2,3263.69
O002700,1,bkash,1,3400.00
O002701,1,bkash,6,3537.31
O002702,1,bkash,5,3674.62
O002703,1,bkash,4,3811.93
O002704,1,nagad,3,3948.24
O002705,1,cash_on_delivery,1,4085.55
O002706,1,cash_on_delivery,1,4222.86
O002707,1,credit_card,6,4359.17
O002708,1,bkash,5,4496.48
O002709,1,bkash,4,4633.79
O002710,1,bkash,3,4770.10
O002711,1,nagad,2,4907.41
O002712,1,nagad,1,5044.72
O002713,1,cash_on_delivery,1,5181.03
O002714,1,cash_on_delivery,1,5318.34
O002715,1,bank_transfer,4,5455.65
O002716,1,bkash,3,5592.96
O002717,1,bkash,2,5729.27
O002718,1,bkash,1,5866.58
O002719,1,nagad,6,6003.89
O002720,1,nagad,5,6140.20
O002721,1,cash_on_delivery,1,6277.51
O002722,1,credit_card,3,6414.82
O002723,1,bank_transfer,2,6551.13
O002724,1,bkash,1,6688.44
O002725,1,bkash,6,6825.75
O002726,1,bkash,5,6962.06
O002727,1,nagad,4,7099.37
O002728,1,nagad,3,7236.68
O002729,1,cash_on_delivery,1,7373.99
O002730,1,credit_card,1,7510.30
O002731,1,bkash,6,7647.61
O002732,1,bkash,5,7784.92
O002733,1,bkash,4,7921.23
O002734,1,nagad,3,8058.54
O002735,1,nagad,2,8195.85
O002736,1,cash_on_delivery,1,8332.16
O002737,1,cash_on_delivery,1,8469.47
O002738,1,credit_card,5,8606.78
O002739,1,bkash,4,8743.09
O002740,1,bkash,3,8880.40
O002741,1,bkash,2,9017.71
O002742,1,nagad,1,9154.02
O002743,1,nagad,6,9291.33
O002744,1,cash_on_delivery,1,9428.64
O002745,1,credit_card,4,1565.95
O002746,1,bank_transfer,3,1702.26
O002747,1,bkash,2,1839.57
O002748,1,bkash,1,1976.88
O002749,1,bkash,6,2113.19
O002750,1,nagad,5,2250.50
O002751,1,nagad,4,2387.81
O002752,1,cash_on_delivery,1,2524.12
O002753,1,credit_card,2,2661.43
O002754,1,bkash,1,2798.74
O002755,1,bkash,6,2935.05
O002756,1,bkash,5,3072.36
O002757,1,nagad,4,3209.67
O002758,1,nagad,3,3346.98
O002759,1,cash_on_delivery,1,3483.29
O002760,1,cash_on_delivery,1,3620.60
O002761,1,credit_card,6,3757.91
O002762,1,bkash,5,3894.22
O002763,1,bkash,4,4031.53
O002764,1,bkash,3,4168.84
O002765,1,nagad,2,4305.15
O002766,1,nagad,1,4442.46
O002767,1,cash_on_delivery,1,4579.77
O002768,1,cash_on_delivery,1,4716.08
O002769,1,bank_transfer,4,4853.39
O002770,1,bkash,3,4990.70
O002771,1,bkash,2,5127.01
O002772,1,bkash,1,5264.32
O002773,1,nagad,6,5401.63
O002774,1,nagad,5,5538.94
O002775,1,cash_on_delivery,1,5675.25
O002776,1,credit_card,3,5812.56
O002777,1,bkash,2,5949.87
O002778,1,bkash,1,6086.18
O002779,1,bkash,6,6223.49
O002780,1,nagad,5,6360.80
O002781,1,nagad,4,6497.11
O002782,1,cash_on_delivery,1,6634.42
O002783,1,cash_on_delivery,1,6771.73
O002784,1,credit_card,1,6908.04
O002785,1,bkash,6,7045.35
O002786,1,bkash,5,7182.66
O002787,1,bkash,4,7319.97
O002788,1,nagad,3,7456.28
O002789,1,nagad,2,7593.59
O002790,1,cash_on_delivery,1,7730.90
O002791,1,cash_on_delivery,1,7867.21
O002792,1,bank_transfer,5,8004.52
O002793,1,bkash,4,8141.83
O002794,1,bkash,3,8278.14
O002795,1,bkash,2,8415.45
O002796,1,nagad,1,8552.76
O002797,1,nagad,6,8689.07
O002798,1,cash_on_delivery,1,8826.38
O002799,1,credit_card,4,8963.69
O002800,1,bkash,3,9100.00
O002801,1,bkash,2,9237.31
O002802,1,bkash,1,9374.62
O002803,1,bkash,6,1511.93
O002804,1,nagad,5,1648.24
O002805,1,cash_on_delivery,1,1785.55
O002806,1,cash_on_delivery,1,1922.86
O002807,1,credit_card,2,2059.17
O002808,1,bkash,1,2196.48
O002809,1,bkash,6,2333.79
O002810,1,bkash,5,2470.10
O002811,1,nagad,4,2607.41
O002812,1,nagad,3,2744.72
O002813,1,cash_on_delivery,1,2881.03
O002814,1,cash_on_delivery,1,3018.34
O002815,1,bank_transfer,6,3155.65
O002816,1,bkash,5,3292.96
O002817,1,bkash,4,3429.27
O002818,1,bkash,3,3566.58
O002819,1,nagad,2,3703.89
O002820,1,nagad,1,3840.20
O002821,1,cash_on_delivery,1,3977.51
O002822,1,credit_card,5,4114.82
O002823,1,bank_transfer,4,4251.13
O002824,1,bkash,3,4388.44
O002825,1,bkash,2,4525.75
O002826,1,bkash,1,4662.06
O002827,1,nagad,6,4799.37
O002828,1,nagad,5,4936.68
O002829,1,cash_on_delivery,1,5073.99
O002830,1,credit_card,3,5210.30
O002831,1,bkash,2,5347.61
O002832,1,bkash,1,5484.92
O002833,1,bkash,6,5621.23
O002834,1,nagad,5,5758.54
O002835,1,nagad,4,5895.85
O002836,1,cash_on_delivery,1,6032.16
O002837,1,cash_on_delivery,1,6169.47
O002838,1,credit_card,1,6306.78
O002839,1,bkash,6,6443.09
O002840,1,bkash,5,6580.40
O002841,1,bkash,4,6717.71
O002842,1,nagad,3,6854.02
O002843,1,nagad,2,6991.33
O002844,1,cash_on_delivery,1,7128.64
O002845,1,credit_card,6,7265.95
O002846,1,bank_transfer,5,7402.26
O002847,1,bkash,4,7539.57
O002848,1,bkash,3,7676.88
O002849,1,bkash,2,7813.19
O002850,1,nagad,1,7950.50
O002851,1,nagad,6,8087.81
O002852,1,cash_on_delivery,1,8224.12
O002853,1,credit_card,4,8361.43
O002854,1,bkash,3,8498.74
O002855,1,bkash,2,8635.05
O002856,1,bkash,1,8772.36
O002857,1,nagad,6,8909.67
O002858,1,nagad,5,9046.98
O002859,1,cash_on_delivery,1,9183.29
O002860,1,cash_on_delivery,1,9320.60
O002861,1,credit_card,2,9457.91
O002862,1,bkash,1,1594.22
O002863,1,bkash,6,1731.53
O002864,1,bkash,5,1868.84
O002865,1,nagad,4,2005.15
O002866,1,nagad,3,2142.46
O002867,1,cash_on_delivery,1,2279.77
O002868,1,cash_on_delivery,1,2416.08
O002869,1,bank_transfer,6,2553.39
O002870,1,bkash,5,2690.70
O002871,1,bkash,4,2827.01
O002872,1,bkash,3,2964.32
O002873,1,nagad,2,3101.63
O002874,1,nagad,1,3238.94
O002875,1,cash_on_delivery,1,3375.25
O002876,1,credit_card,5,3512.56
O002877,1,bkash,4,3649.87
O002878,1,bkash,3,3786.18
O002879,1,bkash,2,3923.49
O002880,1,nagad,1,4060.80
O002881,1,nagad,6,4197.11
O002882,1,cash_on_delivery,1,4334.42
O002883,1,cash_on_delivery,1,4471.73
O002884,1,credit_card,3,4608.04
O002885,1,bkash,2,4745.35
O002886,1,bkash,1,4882.66
O002887,1,bkash,6,5019.97
O002888,1,nagad,5,5156.28
O002889,1,nagad,4,5293.59
O002890,1,cash_on_delivery,1,5430.90
O002891,1,cash_on_delivery,1,5567.21
O002892,1,bank_transfer,1,5704.52
O002893,1,bkash,6,5841.83
O002894,1,bkash,5,5978.14
O002895,1,bkash,4,6115.45
O002896,1,nagad,3,6252.76
O002897,1,nagad,2,6389.07
O002898,1,cash_on_delivery,1,6526.38
O002899,1,credit_card,6,6663.69
O002900,1,bkash,5,6800.00
O002901,1,bkash,4,6937.31
O002902,1,bkash,3,7074.62
O002903,1,bkash,2,7211.93
O002904,1,nagad,1,7348.24
O002905,1,cash_on_delivery,1,7485.55
O002906,1,cash_on_delivery,1,7622.86
O002907,1,credit_card,4,7759.17
O002908,1,bkash,3,7896.48
O002909,1,bkash,2,8033.79
O002910,1,bkash,1,8170.10
O002911,1,nagad,6,8307.41
O002912,1,nagad,5,8444.72
O002913,1,cash_on_delivery,1,8581.03
O002914,1,cash_on_delivery,1,8718.34
O002915,1,bank_transfer,2,8855.65
O002916,1,bkash,1,8992.96
O002917,1,bkash,6,9129.27
O002918,1,bkash,5,9266.58
O002919,1,nagad,4,9403.89
O002920,1,nagad,3,1540.20
O002921,1,cash_on_delivery,1,1677.51
O002922,1,credit_card,1,1814.82
O002923,1,bank_transfer,6,1951.13
O002924,1,bkash,5,2088.44
O002925,1,bkash,4,2225.75
O002926,1,bkash,3,2362.06
O002927,1,nagad,2,2499.37
O002928,1,nagad,1,2636.68
O002929,1,cash_on_delivery,1,2773.99
O002930,1,credit_card,5,2910.30
O002931,1,bkash,4,3047.61
O002932,1,bkash,3,3184.92
O002933,1,bkash,2,3321.23
O002934,1,nagad,1,3458.54
O002935,1,nagad,6,3595.85
O002936,1,cash_on_delivery,1,3732.16
O002937,1,cash_on_delivery,1,3869.47
O002938,1,credit_card,3,4006.78
O002939,1,bkash,2,4143.09
O002940,1,bkash,1,4280.40
O002941,1,bkash,6,4417.71
O002942,1,nagad,5,4554.02
O002943,1,nagad,4,4691.33
O002944,1,cash_on_delivery,1,4828.64
O002945,1,credit_card,2,4965.95
O002946,1,bank_transfer,1,5102.26
O002947,1,bkash,6,5239.57
O002948,1,bkash,5,5376.88
O002949,1,bkash,4,5513.19
O002950,1,nagad,3,5650.50
O002951,1,nagad,2,5787.81
O002952,1,cash_on_delivery,1,5924.12
O002953,1,credit_card,6,6061.43
O002954,1,bkash,5,6198.74
O002955,1,bkash,4,6335.05
O002956,1,bkash,3,6472.36
O002957,1,nagad,2,6609.67
O002958,1,nagad,1,6746.98
O002959,1,cash_on_delivery,1,6883.29
O002960,1,cash_on_delivery,1,7020.60
O002961,1,credit_card,4,7157.91
O002962,1,bkash,3,7294.22
O002963,1,bkash,2,7431.53
O002964,1,bkash,1,7568.84
O002965,1,nagad,6,7705.15
O002966,1,nagad,5,7842.46
O002967,1,cash_on_delivery,1,7979.77
O002968,1,cash_on_delivery,1,8116.08
O002969,1,bank_transfer,2,8253.39
O002970,1,bkash,1,8390.70
O002971,1,bkash,6,8527.01
O002972,1,bkash,5,8664.32
O002973,1,nagad,4,8801.63
O002974,1,nagad,3,8938.94
O002975,1,cash_on_delivery,1,9075.25
O002976,1,credit_card,1,9212.56
O002977,1,bkash,6,9349.87
O002978,1,bkash,5,9486.18
O002979,1,bkash,4,1623.49
O002980,1,nagad,3,1760.80
O002981,1,nagad,2,1897.11
O002982,1,cash_on_delivery,1,2034.42
O002983,1,cash_on_delivery,1,2171.73
O002984,1,credit_card,5,2308.04
O002985,1,bkash,4,2445.35
O002986,1,bkash,3,2582.66
O002987,1,bkash,2,2719.97
O002988,1,nagad,1,2856.28
O002989,1,nagad,6,2993.59
O002990,1,cash_on_delivery,1,3130.90
O002991,1,cash_on_delivery,1,3267.21
O002992,1,bank_transfer,3,3404.52
O002993,1,bkash,2,3541.83
O002994,1,bkash,1,3678.14
O002995,1,bkash,6,3815.45
O002996,1,nagad,5,3952.76
O002997,1,nagad,4,4089.07
O002998,1,cash_on_delivery,1,4226.38
O002999,1,credit_card,2,4363.69
O003000,1,bkash,1,4500.00
O003001,1,bkash,6,4637.31
O003002,1,bkash,5,4774.62
O003003,1,bkash,4,4911.93
O003004,1,nagad,3,5048.24
O003005,1,cash_on_delivery,1,5185.55
O003006,1,cash_on_delivery,1,5322.86
O003007,1,credit_card,6,5459.17
O003008,1,bkash,5,5596.48
O003009,1,bkash,4,5733.79
O003010,1,bkash,3,5870.10
O003011,1,nagad,2,6007.41
O003012,1,nagad,1,6144.72
O003013,1,cash_on_delivery,1,6281.03
O003014,1,cash_on_delivery,1,6418.34
O003015,1,bank_transfer,4,6555.65
O003016,1,bkash,3,6692.96
O003017,1,bkash,2,6829.27
O003018,1,bkash,1,6966.58
O003019,1,nagad,6,7103.89
O003020,1,nagad,5,7240.20
O003021,1,cash_on_delivery,1,7377.51
O003022,1,credit_card,3,7514.82
O003023,1,bank_transfer,2,7651.13
O003024,1,bkash,1,7788.44
O003025,1,bkash,6,7925.75
O003026,1,bkash,5,8062.06
O003027,1,nagad,4,8199.37
O003028,1,nagad,3,8336.68
O003029,1,cash_on_delivery,1,8473.99
O003030,1,credit_card,1,8610.30
O003031,1,bkash,6,8747.61
O003032,1,bkash,5,8884.92
O003033,1,bkash,4,9021.23
O003034,1,nagad,3,9158.54
O003035,1,nagad,2,9295.85
O003036,1,cash_on_delivery,1,9432.16
O003037,1,cash_on_delivery,1,1569.47
O003038,1,credit_card,5,1706.78
O003039,1,bkash,4,1843.09
O003040,1,bkash,3,1980.40
O003041,1,bkash,2,2117.71
O003042,1,nagad,1,2254.02
O003043,1,nagad,6,2391.33
O003044,1,cash_on_delivery,1,2528.64
O003045,1,credit_card,4,2665.95
O003046,1,bank_transfer,3,2802.26
O003047,1,bkash,2,2939.57
O003048,1,bkash,1,3076.88
O003049,1,bkash,6,3213.19
O003050,1,nagad,5,3350.50
O003051,1,nagad,4,3487.81
O003052,1,cash_on_delivery,1,3624.12
O003053,1,credit_card,2,3761.43
O003054,1,bkash,1,3898.74
O003055,1,bkash,6,4035.05
O003056,1,bkash,5,4172.36
O003057,1,nagad,4,4309.67
O003058,1,nagad,3,4446.98
